Survey ID,cat,polarity,polarity_score,sentence
374196933,Price,negative,0.8461878895759583,"Ink cartridges are horribly expensive. Printer won't print at all (not even in black) if any one of the colour cartridges are depleted.
The printhead often gives issues and the software supporting the printer often plays up with several of our DELL desktops in terms of not being able to see the PC for purposes of scanning to computer from the printer display touch pad."
374196933,Product Quality,negative,0.8461878895759583,"Ink cartridges are horribly expensive. Printer won't print at all (not even in black) if any one of the colour cartridges are depleted.
The printhead often gives issues and the software supporting the printer often plays up with several of our DELL desktops in terms of not being able to see the PC for purposes of scanning to computer from the printer display touch pad."
374199838,Others,negative,0.8185428380966187,The instant ink promotion is not ideal for those of us who barely prints 5 pages a month. It is difficult to cancel and you don't know if you have to send back the welcome kit ink that has not been open or used
374205728,Product Quality,negative,0.9412630796432495,Love the printer but after dropping out of the ink program I can't use it I paid for ink but since I stopped I was told I had to get different ink with that being said I will never recommend a ho printer
374205728,Customer Service,negative,0.9412630796432495,Love the printer but after dropping out of the ink program I can't use it I paid for ink but since I stopped I was told I had to get different ink with that being said I will never recommend a ho printer
374213330,Price,negative,0.8461878895759583,"Ink cartridges are horribly expensive. Printer won't print at all (not even in black) if any one of the colour cartridges are depleted.
The printhead often gives issues and the software supporting the printer often plays up with several of our DELL desktops in terms of not being able to see the PC for purposes of scanning to computer from the printer display touch pad."
374213330,Product Quality,negative,0.8461878895759583,"Ink cartridges are horribly expensive. Printer won't print at all (not even in black) if any one of the colour cartridges are depleted.
The printhead often gives issues and the software supporting the printer often plays up with several of our DELL desktops in terms of not being able to see the PC for purposes of scanning to computer from the printer display touch pad."
374216104,Price,negative,0.8495940566062927,I am having automatic deductions for ink pyament yet I have not received any ink in months. Why am I paying every month for something I don't receive? I believe I should be credited at some
374373272,Product Quality,negative,0.9855191707611084,I got it all read for use and received an error for unusable cartridge had to go out and get new ones
374484366,Others,positive,0.9722732305526733,"Ho Deskjet 8022e - hesitant at first bc of 4 diff cartridges. But it prints great and prints on both sides of paper if needed to save on paper. I volunteer for a rescue and need good color prints of our furbabies, so this really does the job! And it prints so much faster than my old 3000 series! Def love this new printer and happy I made this purchase!"
374635818,Price,negative,0.9476039409637451,"After a little over a year of ownership our printer stopped printing in color.  We contacted HP and they sent us new ink cartridges which also did not work.  We continued paying the monthly charge for ink and used our printer to print in black ink.  When that cartridge got low, a new cartridge was not sent to us.  We offered to purchase a new printer and the monthly charge for insta ink would increase dramatically.  So disappointed in the quality of the printer."
374635818,Product Quality,negative,0.9476039409637451,"After a little over a year of ownership our printer stopped printing in color.  We contacted HP and they sent us new ink cartridges which also did not work.  We continued paying the monthly charge for ink and used our printer to print in black ink.  When that cartridge got low, a new cartridge was not sent to us.  We offered to purchase a new printer and the monthly charge for insta ink would increase dramatically.  So disappointed in the quality of the printer."
374635818,Customer Service,negative,0.9476039409637451,"After a little over a year of ownership our printer stopped printing in color.  We contacted HP and they sent us new ink cartridges which also did not work.  We continued paying the monthly charge for ink and used our printer to print in black ink.  When that cartridge got low, a new cartridge was not sent to us.  We offered to purchase a new printer and the monthly charge for insta ink would increase dramatically.  So disappointed in the quality of the printer."
374656983,Price,positive,0.9609310626983643,Works well and the printing is fast and clear.  Cost of device is a little higher than I wanted to spend and the ink cartridges seem to run out faster than I expected for the number of prints.
374689132,Customer Service,negative,0.8632281422615051,It’s a good service but this time I didn’t receive a message to say my ink was low when it was.
374715156,Product Quality,positive,0.981501042842865,"HP customer service is outstanding!
HP instant ink is outstanding too!!"
374715156,Customer Service,positive,0.981501042842865,"HP customer service is outstanding!
HP instant ink is outstanding too!!"
375168925,Others,negative,0.5296831130981445,"The set-up instructions are so simplified that I needed an associate to complete the process. I don't care for the new ink cartridges that ""talk"" to your resupply department. My printer won't work if I use cartridges that I bought from the store."
375175095,Product Quality,negative,0.860929548740387,"It felt a bit awkward connecting to our wifi.  And i signed up for hp ink and it was sent, but still not received...it would be faster to just go buy it at the store"
375177837,Price,negative,0.9121504426002502,"First,  I had trouble setting up the printer because the HP Smart App wouldn't work. I had to call HP. That agent was really nice and helped me get the printer set up, but now I have THREE DIFFERENT VERSIONS OF HP+/INSTANT INK & PRICES FOR EACH ONE, AS WELL AS CONFLICTING WARRANTY LENGTH. When the agent set this up,  he said I would have 2 years warranty instead of one. Yet, on my dashboard on your website, it says I have 11 months and 17 days remaining. I set the printer up on Mar 26, 2024. I should have 23 months and 17 days remaining. In addition, the paperwork that came with my printer said that I could enroll in HP +/Instant Ink for 100 pages@$5.99/mo. I chose 100 pages on the app, although it said it was for $4.99/mo but now it says I have 50 pages for $4.99/mo. The paper enrollment I chose was $1.99/mo. In one place on your website it says I have printed 152 pages of 700. I don't think that's correct. In another place on your website, in my account, it says I'm not even enrolled in HP+/Instant Ink. In the email you sent me today, it states I've printed 82 pages in this billing cycle. Regardless, I signed up for the 100 page, NOT the 50. And which price IS it? And why does my account say I'm not even enrolled in this ink/paper program, while another place on your website says I AM? Furthermore, I can't even get the HP Smart app to WORK on my computer - I can't use my smartphone because it's too old and I don't have enough memory to even download it on the phone. When I try to pull it up on my computer, it's just a blank white page and I can't even close out of it. I literally have to restart my entire computer to get rid of it from my task tray and shut it down. I requested someone to call me - it was supposed to be around 10 minutes - and that was over 30 minutes ago. So no, at this point, I'm not too happy of a camper. I like the printer, although it sucks ink up like a sponge, but I can't say I'm happy with HP itself, since you seem to be all over the place in what you're saying I'm supposed to be buying for a specific price. THAT NEEDS TO GET STRAIGHTENED OUT, AS WELL AS THE WARRANTY. There seems to be a communication breakdown or a syncing problem with your website, because the information should be the same for my plan and this device."
375177837,Customer Service,negative,0.9121504426002502,"First,  I had trouble setting up the printer because the HP Smart App wouldn't work. I had to call HP. That agent was really nice and helped me get the printer set up, but now I have THREE DIFFERENT VERSIONS OF HP+/INSTANT INK & PRICES FOR EACH ONE, AS WELL AS CONFLICTING WARRANTY LENGTH. When the agent set this up,  he said I would have 2 years warranty instead of one. Yet, on my dashboard on your website, it says I have 11 months and 17 days remaining. I set the printer up on Mar 26, 2024. I should have 23 months and 17 days remaining. In addition, the paperwork that came with my printer said that I could enroll in HP +/Instant Ink for 100 pages@$5.99/mo. I chose 100 pages on the app, although it said it was for $4.99/mo but now it says I have 50 pages for $4.99/mo. The paper enrollment I chose was $1.99/mo. In one place on your website it says I have printed 152 pages of 700. I don't think that's correct. In another place on your website, in my account, it says I'm not even enrolled in HP+/Instant Ink. In the email you sent me today, it states I've printed 82 pages in this billing cycle. Regardless, I signed up for the 100 page, NOT the 50. And which price IS it? And why does my account say I'm not even enrolled in this ink/paper program, while another place on your website says I AM? Furthermore, I can't even get the HP Smart app to WORK on my computer - I can't use my smartphone because it's too old and I don't have enough memory to even download it on the phone. When I try to pull it up on my computer, it's just a blank white page and I can't even close out of it. I literally have to restart my entire computer to get rid of it from my task tray and shut it down. I requested someone to call me - it was supposed to be around 10 minutes - and that was over 30 minutes ago. So no, at this point, I'm not too happy of a camper. I like the printer, although it sucks ink up like a sponge, but I can't say I'm happy with HP itself, since you seem to be all over the place in what you're saying I'm supposed to be buying for a specific price. THAT NEEDS TO GET STRAIGHTENED OUT, AS WELL AS THE WARRANTY. There seems to be a communication breakdown or a syncing problem with your website, because the information should be the same for my plan and this device."
375186427,Price,negative,0.9487966299057007,20+ minutes of trouble shooting each time I want to print a document. Stopped printing over wifi altogether within a week. I can only get it to print via USB now if im luvky. Out of ink already so now I feel pressured to sign up for your scammy subscription service. I expected similar quality to the office jet series but I was sorely mistaken. I deeply regret chosing to buy your printer instead of just getting one of the older ones at the thrift store
375186427,Product Quality,negative,0.9487966299057007,20+ minutes of trouble shooting each time I want to print a document. Stopped printing over wifi altogether within a week. I can only get it to print via USB now if im luvky. Out of ink already so now I feel pressured to sign up for your scammy subscription service. I expected similar quality to the office jet series but I was sorely mistaken. I deeply regret chosing to buy your printer instead of just getting one of the older ones at the thrift store
375186427,Customer Service,negative,0.9487966299057007,20+ minutes of trouble shooting each time I want to print a document. Stopped printing over wifi altogether within a week. I can only get it to print via USB now if im luvky. Out of ink already so now I feel pressured to sign up for your scammy subscription service. I expected similar quality to the office jet series but I was sorely mistaken. I deeply regret chosing to buy your printer instead of just getting one of the older ones at the thrift store
375186536,Others,negative,0.8788079619407654,Uses up ink far to quickly
375202984,Others,negative,0.501568078994751,"Printer works well, but set up with Apple Mac was challenging, ink cartridges were difficult to secure. While machine feels flimsy."
375294564,Others,negative,0.972334623336792,"The reason I bought this printer was the three month free ink service.....only to find that you have taken money from my account after only a few days.
This is a deception."
375357471,Product Quality,positive,0.9744631052017212,easy to set up and easy to use and very good ink package
375389971,Others,negative,0.9856569170951843,The fact that the cartridges are disabled after I paid for them is wrong. Just because I don't need the service any longer does not mean I did not pay my monthly fees for years.
375391229,Price,positive,0.9664149880409241,It works very well after understanding and figured out the features. The price of ink is little pricey.
375391565,Price,negative,0.6883065700531006,Cost of ink is too high for the limited amount of printing.
375391922,Price,negative,0.9420943260192871,"I bought this printer to use at home. Since I don’t use it every day every time I want to print something it has to go through a system check or something like that. It takes several minutes and then it does not print my documents. . Also, the ink situation is unbearable. It uses so much ink. Very expensive, I will never buy this printer again."
375391922,Product Quality,negative,0.9420943260192871,"I bought this printer to use at home. Since I don’t use it every day every time I want to print something it has to go through a system check or something like that. It takes several minutes and then it does not print my documents. . Also, the ink situation is unbearable. It uses so much ink. Very expensive, I will never buy this printer again."
375396880,Others,negative,0.7937583923339844,Even though my printer says I’m out of ink it doesn’t send a signal to HP to deliver more ink even though I pay a subscription for that to happen
375397761,Others,negative,0.9529037475585938,"My printer reflects a communication error often and the last black Ink cartridge sent with my auto ship does not print clearly and I have to take out, reinsert and hope to get a clear copy. My shipment I received most recently did not even have a black cartridge enclosed"
375399489,Price,negative,0.7902367115020752,I have a printer for personal use so am no on that ink purchase subscription so buy fro Officeworks and the replacement ink cartridges are SO expensive. May as well buy a new printer for the price of a set of ink cartridges!!! Will buy a different brand next time!!
375399489,Product Quality,negative,0.7902367115020752,I have a printer for personal use so am no on that ink purchase subscription so buy fro Officeworks and the replacement ink cartridges are SO expensive. May as well buy a new printer for the price of a set of ink cartridges!!! Will buy a different brand next time!!
375401181,Price,positive,0.8782424926757812,"I love my printer I have had it for a couple years and I use it alot. It is reliable and gives good, clear prints. The cartridges are a little pricy, but it's ok. It came with automatic cartridge refills. The cartridge refills will not be recognized by my printer, so I canceled the program. However, my printer is still demanding it and I have to override that option with each print I send. Would love to get this resolved Other than that, I highly recommend hp."
375401181,Product Quality,positive,0.8782424926757812,"I love my printer I have had it for a couple years and I use it alot. It is reliable and gives good, clear prints. The cartridges are a little pricy, but it's ok. It came with automatic cartridge refills. The cartridge refills will not be recognized by my printer, so I canceled the program. However, my printer is still demanding it and I have to override that option with each print I send. Would love to get this resolved Other than that, I highly recommend hp."
375402641,Price,negative,0.8749116659164429,Very expensive when it comes to replacing ink often
375404166,Product Quality,positive,0.8947905898094177,I like the ink tanks which have lasted a lot longer than the cartridges. It generally prints very well but sometimes I have trouble getting it to connect to Wi-Fi.
375406297,Others,negative,0.9005228877067566,Money was being deducted from my account but I never received any ink cartridges
375407281,Others,negative,0.9602041244506836,"When I had to replace the black cartridge, the printer stopped printing displaying a message that the printer is offline.  I have done everything I could to solve this problem, with no luck."
375409478,Others,negative,0.9636266231536865,the ink doesn’t last
375409749,Product Quality,negative,0.901699423789978,"Epson will print using other ink colors IF your out of black ink. HP will not. We signed up for instant ink, ran out of black ink and have been advised the 962 ink is not available for up to ten DAYS. Have received ZERO ink for a number of months payments."
375409749,Customer Service,negative,0.901699423789978,"Epson will print using other ink colors IF your out of black ink. HP will not. We signed up for instant ink, ran out of black ink and have been advised the 962 ink is not available for up to ten DAYS. Have received ZERO ink for a number of months payments."
375412648,Others,negative,0.7175987362861633,"I purchased the printer and did not want to keep up with ink by subscription. I purchased other ink (HP Brand) but cannot use the printer; it is now sitting idle and may be used as a sea anchor.
I have now purchased a different brand"
375418926,Price,negative,0.8272362351417542,"Customer service is great, but you want to lock purchaser into your expensive cartridges and not the more reasonably priced generic ones."
375418926,Product Quality,negative,0.8272362351417542,"Customer service is great, but you want to lock purchaser into your expensive cartridges and not the more reasonably priced generic ones."
375418926,Customer Service,negative,0.8272362351417542,"Customer service is great, but you want to lock purchaser into your expensive cartridges and not the more reasonably priced generic ones."
375421678,Others,negative,0.8111536502838135,The wireless connection sometimes fails.  The panel that needs to be opened to change ink is difficult to open.
375421713,Product Quality,positive,0.974399983882904,Very happy with the printer and the plans offered. The support I get from HP helps me make educated decisions on my printing needs. The fact that they help me manage my ink usage on-line is a huge help. Being a caregiver of a loved one I don't always have the opportunity in  go out and get ink. Also as has happened in the past I would buy the wrong type. So being able to have ink shipped to me when I need it is a huge benefit.
375421713,Customer Service,positive,0.974399983882904,Very happy with the printer and the plans offered. The support I get from HP helps me make educated decisions on my printing needs. The fact that they help me manage my ink usage on-line is a huge help. Being a caregiver of a loved one I don't always have the opportunity in  go out and get ink. Also as has happened in the past I would buy the wrong type. So being able to have ink shipped to me when I need it is a huge benefit.
375422501,Product Quality,negative,0.8930066823959351,"First of they have my model wrong number 
I just use my printer occasionally 
Within a week or two of having the printer They mailed me more ink cartridges Finally, when after about five months after receiving the replacement wrong ink cartridges.  When called up about it , I was put on  hold for about 45 minutes. I went out brought my correct size cartridges"
375422501,Customer Service,negative,0.8930066823959351,"First of they have my model wrong number 
I just use my printer occasionally 
Within a week or two of having the printer They mailed me more ink cartridges Finally, when after about five months after receiving the replacement wrong ink cartridges.  When called up about it , I was put on  hold for about 45 minutes. I went out brought my correct size cartridges"
375422501,Delivery,negative,0.8930066823959351,"First of they have my model wrong number 
I just use my printer occasionally 
Within a week or two of having the printer They mailed me more ink cartridges Finally, when after about five months after receiving the replacement wrong ink cartridges.  When called up about it , I was put on  hold for about 45 minutes. I went out brought my correct size cartridges"
375423680,Others,positive,0.8677302598953247,As long as you have a C strong Internet signal then printing throughout the home is quick and easy. Easy to give access to the printer and with the HO ink program I never run out of ink
375461457,Price,negative,0.5794716477394104,Not sure the cost of original ink is reasonable. We're used to our small laser which just works and works without maintenance.
375461457,Product Quality,negative,0.5794716477394104,Not sure the cost of original ink is reasonable. We're used to our small laser which just works and works without maintenance.
375469176,Product Quality,negative,0.9386714696884155,"Setup on a simple wireless network is NOT provided for despite your completely inadequate Reference Guide and instructions that set up is by signing onto your website and connecting to HP Smart.  That program did not find the new computer and left us without any alternate means of connection except UBS, which was non functional.

Your reference guide provides for paper and ink loading and alignment, but fails utterly to describe Menu options on the printer and means of setting up wireless from the printer directly. 
We had to return printer before could get advice from a clerk about going to wireless on printer to find the network and then connect.

It seems to us that your HP Smart option is only about your monitoring our use and selling us ink and is an impairment to actual use of the machine.  We would not recommend buying HP Printers in thefuture to anyone and we will try and migrate our own usage to another brand."
375469176,Customer Service,negative,0.9386714696884155,"Setup on a simple wireless network is NOT provided for despite your completely inadequate Reference Guide and instructions that set up is by signing onto your website and connecting to HP Smart.  That program did not find the new computer and left us without any alternate means of connection except UBS, which was non functional.

Your reference guide provides for paper and ink loading and alignment, but fails utterly to describe Menu options on the printer and means of setting up wireless from the printer directly. 
We had to return printer before could get advice from a clerk about going to wireless on printer to find the network and then connect.

It seems to us that your HP Smart option is only about your monitoring our use and selling us ink and is an impairment to actual use of the machine.  We would not recommend buying HP Printers in thefuture to anyone and we will try and migrate our own usage to another brand."
375490577,Others,negative,0.5763033032417297,"the price was very reasonable. But I can’t view the status on the app of which ink is running low until I wasted 2-3 pages. 
And I feel the ink running low pretty fast. I just printed out 13 pages in color but its already need to replace. 
And still I don’t know is the color one needs to be replaced or both.
Otherwise the printer is very good enough compared with the weight and price."
375491597,Others,positive,0.8028184771537781,"Printer installation is very easy and ready to use in minutes once you begin the process. In addition, ink cartridges are not expensive."
375493255,Others,negative,0.6069201827049255,"The app is a pain to use.  The printer works well but not as simple as old hp ones ive had..  Scanning is a pain.  As everyone knows, ink is expensive.  I don’t need monthly ink, don’t print that much so that program is not for me.
I’m a loyal hp  ustomer."
375510364,Product Quality,negative,0.8011077642440796,"The WiFi only worked a few times - I tried both WiFi direct as well as via my home WiFi network. It also used up most of the black ink cartridge on errors it made while trying to print, so it’s almost out of ink after only having it a week."
375518196,Price,positive,0.8255098462104797,"I have a Epson printer that caused me nothing but head Acks and frustration. My daughter suggested I purchase a HP color printer, so I did, I purchased the Envy 6455 and the installation instructions was fast and easy to follow. When printing a document with color attachments, the color is better than I expected. I am very happy with the price and the product."
375518196,Product Quality,positive,0.8255098462104797,"I have a Epson printer that caused me nothing but head Acks and frustration. My daughter suggested I purchase a HP color printer, so I did, I purchased the Envy 6455 and the installation instructions was fast and easy to follow. When printing a document with color attachments, the color is better than I expected. I am very happy with the price and the product."
375518196,Customer Service,positive,0.8255098462104797,"I have a Epson printer that caused me nothing but head Acks and frustration. My daughter suggested I purchase a HP color printer, so I did, I purchased the Envy 6455 and the installation instructions was fast and easy to follow. When printing a document with color attachments, the color is better than I expected. I am very happy with the price and the product."
375518251,Product Quality,positive,0.8845570683479309,Easy to install good design. Good instructions BUT I can’t find the flyer to get PIN number for my 3 months free ink
375518251,Customer Service,positive,0.8845570683479309,Easy to install good design. Good instructions BUT I can’t find the flyer to get PIN number for my 3 months free ink
